醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5901113625,富康文德藥局,臺北市內湖區文德路２２巷２７弄４號,121.58,25.0766,(02)26272000,羅氏家用新冠病毒抗原自我檢測套組,64,2022/05/09 08:09:02,無
5901113652,加一藥師藥局,臺北市內湖區星雲街２４號１樓,121.5908,25.07804,(02)87912653,羅氏家用新冠病毒抗原自我檢測套組,89,2022/05/09 08:09:02,無
5901120139,裕成藥局,臺北市南港區玉成街１６６巷１３號,121.5835,25.04433,(02)27851227,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,2／12~12／15公休
5901121421,祥安藥局,臺北市南港區中坡南路２５號,121.5832,25.04329,(02)26547322,羅氏家用新冠病毒抗原自我檢測套組,15,2022/05/09 08:09:02,無
5901121583,健園藥局,臺北市南港區研究院路１段１９號１樓,121.6166,25.05401,(02)27851567,羅氏家用新冠病毒抗原自我檢測套組,53,2022/05/09 08:09:02,早上8點開賣 （政府有配送的狀況下） 沒發放號碼牌售完為止
5901121869,南港藥局,臺北市南港區南港路一段１６６號,121.6119,25.05536,(02)27829137,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩販售時間晚上6:00~晚上8:00（每天78份，售完即止）（周日休息）
5901122080,成福大藥局,臺北市南港區成福路８號,121.5859,25.04578,(02)27859221,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,無
5901150397,博惠藥局,臺北市士林區華榮街１６號,121.5236,25.09549,(02)28320379,羅氏家用新冠病毒抗原自我檢測套組,76,2022/05/09 08:09:02,（實名制快篩）週一至週六下午四點開始銷售，** 周日停售 **
5901150593,安寧藥局,臺北市士林區劍潭路９１號,121.5199,25.08285,(02)28803319,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,領藥星期1.3.5為 9:00~12:00.及16:00~20:00*星期2.4.6.--上午
5901152024,今欣藥局,臺北市士林區天母西路４１巷９號１樓,121.5274,25.11931,(02)28713129,羅氏家用新冠病毒抗原自我檢測套組,11,2022/05/09 08:09:02,快篩周一到周五每天早上10點開始販售，周日及國定假日休息
5901152079,資生堂藥局,臺北市士林區承德路４段４０巷１７號１Ｆ,121.522,25.08107,(02)28857588,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,今日快篩已售完
5901152659,和樹藥局,臺北市士林區後港街４５巷１號１樓,121.5228,25.08444,(02)28821188,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,週日公休，周一早上9:30
5901152686,三光藥局,臺北市士林區延平北路５段３２０號１樓,121.5096,25.08628,(02)28123786,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,無
5901152748,柏雅大藥局,臺北市士林區德行西路６４號,121.5227,25.10506,(02)88664398,羅氏家用新冠病毒抗原自我檢測套組,49,2022/05/09 08:09:02,每天早上10:30開始販售快篩試劑，星期日公休不販售。
5901152793,信光藥局,臺北市士林區文昌路６８號,121.5214,25.09619,(02)28366277,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,下午三點發放快篩
5901153245,大東健保藥局,臺北市士林區大東路８６－４號,121.5257,25.09131,(02)28834672,羅氏家用新冠病毒抗原自我檢測套組,54,2022/05/09 08:09:02,實名制快篩販售以現場門口公告為主
5901153263,健揚藥局,臺北市士林區延平北路５段２５１號,121.5097,25.08483,(02)28163698,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,每日下午13:30開始販售
5901153674,愛佳藥局,臺北市士林區承德路４段２２２之１號,121.5215,25.0885,(02)28811199,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,實名制快篩平日一~五下午5:00販售，假日（六、日）不販售
5901153825,太和堂中西藥局,臺北市士林區大東路７４號（實際使用：１樓）,121.5257,25.09037,(02)28814122,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,上午8:30現場領號碼牌。週日公休
5901154028,向宇藥局,臺北市士林區德行東路２１７號１樓,121.5328,25.10935,(02)88661101,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,無
5901154055,天母盛康藥局,臺北市士林區天母東路８巷８４號１樓,121.5304,25.11483,(02)28720208,羅氏家用新冠病毒抗原自我檢測套組,63,2022/05/09 08:09:02,實名制快篩每日14:00開始，賣完為止。
5901154108,藥本家藥局,臺北市士林區中山北路７段１４巷２６號１樓,121.5328,25.11884,(02)28766682,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/09 08:09:02,無
5901162173,小明藥局,臺北市北投區中央南路１段６９號２樓,121.5014,25.13145,(02)28928950,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/09 08:09:02,快篩實名制購買時間:週一至週六早上8:00-9:00
5901162306,上頤藥局,臺北市北投區中和街３２７號１樓,121.4997,25.14097,(02)28981230,羅氏家用新冠病毒抗原自我檢測套組,524,2022/05/09 08:09:02,無
5901162806,大家藥局,臺北市北投區光明路１８２號,121.5033,25.13566,(02)28959000,羅氏家用新冠病毒抗原自我檢測套組,30,2022/05/09 08:09:02,快篩早上9點開賣 售完為止 沒有號碼牌 現場排隊
5901162833,維康藥局,臺北市北投區石牌路２段１９１．１９３號,121.5184,25.11874,(02)28206343,羅氏家用新冠病毒抗原自我檢測套組,42,2022/05/09 08:09:02,快篩發放時間為每日下午3點排隊，現場購賣
5901163107,小豬藥局,臺北市北投區東陽街４０３號１樓,121.5176,25.11244,(02)28217099,羅氏家用新冠病毒抗原自我檢測套組,73,2022/05/09 08:09:02,星期六.星期日不販售
5901163438,漢藥局,臺北市北投區吉利街１４６號,121.508,25.11854,(02)28236598,羅氏家用新冠病毒抗原自我檢測套組,27,2022/05/09 08:09:02,快篩實名制領取時間：周一至周六下午2點現場排隊
5901163554,良哲藥局,臺北市北投區明德路１５７－４號（實際使用：１樓）,121.5209,25.11129,(02)28285516,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/09 08:09:02,實名制快篩販售時間：早上 9:00~9:30／下午 2:30~3:00（週六人力不足不販售／週日休息）
5901163563,躍獅光明藥局,臺北市北投區光明路５１號、５３號（實際使用：１樓）,121.4998,25.13286,(02)28915993,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,*今日份快篩已售完*1.早上9:30發號碼牌2.等快篩到貨才開始賣3.有號碼牌者請在晚上8點前領取，逾期作廢
5901163572,永欣中西藥局,臺北市北投區中和街５０１號,121.4947,25.1452,(02)28910307,羅氏家用新冠病毒抗原自我檢測套組,59,2022/05/09 08:09:02,週一至週六 早上9:30發號碼牌 10點販售 周日公休（庫存不準 號碼牌發完即售完）謝謝
5901163634,心樂藥局,臺北市北投區致遠一路２段１０５號１樓,121.5128,25.1131,(02)28210261,羅氏家用新冠病毒抗原自我檢測套組,35,2022/05/09 08:09:02,您好。發放快篩時間:周一二三五六早上8:30-09:00，週四加開早上10-11點，周一二三五 下午4:00-4:30，周日及國定假日休息
5901170406,鼎泰藥局,臺北市信義區基隆路１段１５５號１樓,121.5653,25.04222,(02)27620617,羅氏家用新冠病毒抗原自我檢測套組,156,2022/05/09 08:09:02,周一至周五 9：30-21：30 （9:30 開始發快篩） 5／1 有營業
5901172651,康杏藥局,臺北市信義區福德街３０６號１樓,121.5874,25.03931,(02)27591510,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/09 08:09:02,無
5901172697,綠杏大藥局,臺北市信義區吳興街２４１號,121.5635,25.02745,(02)27582378,羅氏家用新冠病毒抗原自我檢測套組,66,2022/05/09 08:09:02,快篩實名制，下午1300開始販售，如果人潮過多，將提早開賣，星期天沒有販售，星期天沒有販售，星期天沒有販售
5901172964,榮泰藥局,臺北市信義區光復南路４１９巷１９號,121.5582,25.03659,(02)77296777,羅氏家用新冠病毒抗原自我檢測套組,85,2022/05/09 08:09:02,早上9:00開始發放實名制快篩號碼牌
5901173041,皇昇大藥局,臺北市信義區松山路２１０號１樓,121.5776,25.04509,(02)27663488,羅氏家用新冠病毒抗原自我檢測套組,106,2022/05/09 08:09:02,周一至週五下午3點開始販售實名制快篩
5901173210,濟生中西藥局,臺北市信義區崇德街４１號,121.5542,25.02436,(02)27358452,羅氏家用新冠病毒抗原自我檢測套組,74,2022/05/09 08:09:02,最新資訊FB:Jcp濟生中西藥局＃口罩:每天早8點開始＃營業時間:星期1245:早9點~晚8點 星期36:早9點~中午12點（中午休12-15點）
5901173372,新永春藥局,臺北市信義區忠孝東路５段４２３巷１號,121.5753,25.04126,(02)27667385,羅氏家用新冠病毒抗原自我檢測套組,39,2022/05/09 08:09:02,快篩販售時間:每日13:00開始，售完為止
5901173407,康怡健保藥局,臺北市信義區吳興街４６７巷２弄１２號,121.5695,25.02381,(02)27206193,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/09 08:09:02,快篩早上9點開賣，賣完為止
5901173738,尚頤中西藥局,臺北市信義區虎林街１４５號,121.5767,25.03959,(02)27253818,羅氏家用新冠病毒抗原自我檢測套組,57,2022/05/09 08:09:02,無
5901173872,柏愛藥局,臺北市信義區基隆路２段１３１之９號,121.5567,25.02788,(02)27325472,羅氏家用新冠病毒抗原自我檢測套組,68,2022/05/09 08:09:02,國定假日營業時間為09:30-17:30；實名制快篩09:30開賣
5901173934,躍獅光復藥局,臺北市信義區光復南路４１７之８號,121.5577,25.03682,(02)87862307,羅氏家用新冠病毒抗原自我檢測套組,46,2022/05/09 08:09:02,下午1點開始販售
5901173943,躍獅興雅藥局,臺北市信義區松德路１２８號,121.5745,25.03734,(02)87808429,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,14:00發號碼牌且同步開賣快篩，販賣至15:00或售完為止，週日無販售。
5901174057,詠晴中西藥局,臺北市信義區松山路４８４之４號（１樓含夾層）,121.5778,25.0389,(02)27266890,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,實名制快篩 - 16:30領號碼牌.當天取貨即可.避免群聚風險
5901174075,信義盛康藥局,臺北市信義區永吉路２８６號（１樓）,121.5744,25.04538,(02)23460521,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/09 08:09:02,無
5901180126,民生藥局,臺北市中正區濟南路２段４５－１號１樓,121.5305,25.0406,(02)23416470,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,4／15 公休無售口罩
5901180215,上海聯合藥局,臺北市中正區衡陽路３２號１樓,121.5126,25.04221,(02)23117744,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,無
5901180224,中心藥局,臺北市中正區汀州路３段１２１號,121.5303,25.01654,(02)23689889,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,實名制快篩因物流貨運配送調度，調整領取時間延後至下午3點
5901183510,怡誠藥局,臺北市中正區汀州路２段２１２號,121.5237,25.02236,(02)23626905,羅氏家用新冠病毒抗原自我檢測套組,156,2022/05/09 08:09:02,無
5901183645,大愛生活藥局,臺北市中正區汀州路２段２３２號,121.5243,25.02189,(02)23661155,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,下午14:30開始發放快篩（不發號碼牌直接買）~~不要太早開始排隊啊啊啊啊
5901184106,信康藥局,臺北市中正區南昌路１段１４３號,121.5186,25.02953,(02)23961979,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,14:00開始販售實名制快篩
5901184375,大盛藥局,臺北市中正區中華路１段２１巷１６號,121.5105,25.04645,(02)23713838,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/09 08:09:02,周日及國定假日公休
5901184535,桐心藥局,臺北市中正區金華街１８之６號１樓,121.5202,25.03175,(02)23581663,羅氏家用新冠病毒抗原自我檢測套組,7,2022/05/09 08:09:02,無
5901184562,博昱連雲藥局,臺北市中正區連雲街７２號、７２之１號,121.53,25.03455,(02)23581898,羅氏家用新冠病毒抗原自我檢測套組,91,2022/05/09 08:09:02,無
5901184633,躍獅東門藥局,臺北市中正區金山南路１段１０８之１號（１樓）,121.5273,25.03538,(02)23920339,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/09 08:09:02,5／9早上9點開始販售，不提早發放號碼牌
5901190426,皇祥藥局,臺北市萬華區萬青街１６５號１樓,121.5016,25.02279,(02)23375676,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,無
5901192162,寶興大藥局,臺北市萬華區寶興街１１９號,121.4948,25.02529,(02)23013375,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/09 08:09:02,周一至周五12：00開始代售，現場排隊，不發號碼牌
5901193105,安誠貴陽藥局,臺北市萬華區貴陽街２段１４８號,121.5016,25.04017,(02)23812190,羅氏家用新冠病毒抗原自我檢測套組,156,2022/05/09 08:09:02,無
5901193169,柏祥藥局,臺北市萬華區西藏路１４１號,121.5017,25.02944,(02)23018272,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,1快篩服務時間晚上6:00起售完截止。2販售詳情請見門口公告。5／7 - 5／8公休不販售。
5901193196,青年宏越藥局,臺北市萬華區青年路４４號,121.5042,25.0255,(02)23011037,羅氏家用新冠病毒抗原自我檢測套組,41,2022/05/09 08:09:02,快篩六日不販售，禮拜一~五下午2:30-3:30，現場排隊
5901200105,建興藥局,臺北市文山區木柵路２段８１號１樓,121.561,24.98889,(02)29399993,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,星期一至星期日早上8時30分現場販售實名制快篩試劑
5901200141,景美藥局,臺北市文山區景文街１２５號,121.5412,24.99033,(02)29335741,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,無
5901202627,杏隆藥局,臺北市文山區羅斯福路５段２６１號,121.5395,25.00115,(02)29313151,羅氏家用新冠病毒抗原自我檢測套組,156,2022/05/09 08:09:02,快篩實名制採預約登記，至5／14已登記額滿。
5901202752,躍獅奕新藥局,臺北市文山區木新路２段２７５號,121.566,24.98292,(02)22340378,羅氏家用新冠病毒抗原自我檢測套組,120,2022/05/09 08:09:02,週一至週六下午1:30售實名制快篩，週日停售
5901202789,宜康藥局,臺北市文山區保儀路７號,121.5686,24.98872,(02)86619862,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/09 08:09:02,快篩平日下午一點半開始販售，國定假日及週末沒有販售
5901202850,北一藥師藥局,臺北市文山區木新路３段４７號,121.5642,24.98236,(02)22348686,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/09 08:09:02,實名制快篩：週一至週五14:30開賣（直接排隊）、週六看狀況、週日停售
5901202949,萬隆大藥局,臺北市文山區羅斯福路５段２１８巷１５號,121.538,25.00203,(02)29334580,羅氏家用新冠病毒抗原自我檢測套組,75,2022/05/09 08:09:02,9：00~23：00
5901203179,健安藥局,臺北市文山區景興路１６５號,121.5447,24.99346,(02)29323757,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,周一到周六.下午三點開賣實名制快篩.現場排隊不發號碼牌
5901203204,躍獅新芳藥局,臺北市文山區興隆路３段１６號（實際營業地址：１樓）,121.5549,25.00062,(02)29308172,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,早上九點開始販售實名制快篩，售完為止
